user_level,learning_goal,topic_code,subtopic_code,topic_level,quiz_type,quiz_score,avg_last_3_scores,previous_fails_same_topic,subtopic_order,preferred_topic_match,completed_interactive,needs_reinforcement
beginner,control_spending,credit_and_debt,interest_rate,intermediate,subtopic_quiz,71.8,70.5,0,2,0,1,0
intermediate,increase_income,credit_and_debt,interest_rate,intermediate,subtopic_quiz,72.7,81.6,0,2,0,1,0
advanced,other,investments,topic_final,advanced,topic_final_quiz,100,100,0,5,1,1,0
basic,debt_management,investments,topic_final,advanced,topic_final_quiz,11.1,20.0,1,5,0,1,1
basic,increase_income,budgeting,topic_final,beginner,topic_final_quiz,37.6,31.2,2,5,0,1,1
beginner,start_investing,budgeting,budget_analysis,beginner,subtopic_quiz,75.6,77.6,0,5,0,1,0
advanced,understand_banking,investments,diversification,advanced,subtopic_quiz,71.7,80.5,0,3,0,1,0
basic,start_investing,financial_planning,progress_control,intermediate,subtopic_quiz,26.5,21.0,0,5,0,0,1
beginner,saving_money,savings,saving_mistakes,beginner,subtopic_quiz,43.3,23.2,0,5,1,0,1
intermediate,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,65.6,60.9,0,5,1,1,0
basic,understand_banking,investments,beginner_mistakes,advanced,subtopic_quiz,55.0,46.1,0,5,0,1,1
basic,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,70.7,85.5,0,2,0,1,0
intermediate,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,69.6,69.0,0,2,1,1,0
intermediate,saving_money,savings,emergency_fund,beginner,subtopic_quiz,85.8,72.4,0,2,1,1,0
basic,financial_planning,investments,simple_instruments,advanced,subtopic_quiz,44.0,48.1,1,4,0,0,1
basic,control_spending,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,60.5,67.2,1,1,0,1,1
beginner,financial_planning,investments,what_are_investments,advanced,subtopic_quiz,45.0,75.8,3,1,0,1,1
beginner,increase_income,financial_planning,financial_goals,intermediate,subtopic_quiz,33.0,18.2,3,1,1,0,1
intermediate,general_improvement,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,68.8,56.6,0,3,0,0,0
beginner,understand_banking,savings,how_to_save,beginner,subtopic_quiz,52.4,56.5,0,3,0,0,1
beginner,other,savings,emergency_fund,beginner,subtopic_quiz,70.3,81.1,0,2,0,1,0
intermediate,increase_income,financial_planning,spending_priorities,intermediate,subtopic_quiz,78.0,71.9,0,3,1,1,0
beginner,control_spending,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,39.3,24.8,1,1,0,0,1
beginner,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,37.2,65.9,1,5,1,0,1
basic,general_improvement,budgeting,expense_accounting,beginner,subtopic_quiz,83.0,91.1,0,3,1,1,0
intermediate,other,financial_planning,progress_control,intermediate,subtopic_quiz,86.3,87.9,0,5,0,1,0
advanced,general_improvement,investments,simple_instruments,advanced,subtopic_quiz,67.9,60.9,0,4,0,1,1
beginner,other,credit_and_debt,interest_rate,intermediate,subtopic_quiz,36.2,33.6,2,2,0,1,1
beginner,control_spending,investments,topic_final,advanced,topic_final_quiz,0,0,1,5,0,1,1
basic,debt_management,credit_and_debt,topic_final,intermediate,topic_final_quiz,58.4,36.9,0,5,1,0,1
basic,saving_money,savings,emergency_fund,beginner,subtopic_quiz,99.0,100,0,2,1,1,0
intermediate,debt_management,investments,risk_and_return,advanced,subtopic_quiz,73.8,80.5,0,2,1,1,0
beginner,increase_income,credit_and_debt,credit_load,intermediate,subtopic_quiz,43.9,43.5,2,4,0,1,1
beginner,debt_management,investments,what_are_investments,advanced,subtopic_quiz,66.4,71.8,0,1,0,1,0
intermediate,general_improvement,credit_and_debt,topic_final,intermediate,topic_final_quiz,80.7,52.4,0,5,0,1,1
beginner,understand_banking,investments,simple_instruments,advanced,subtopic_quiz,49.8,60.1,1,4,0,1,1
beginner,debt_management,budgeting,income_expenses,beginner,subtopic_quiz,52.7,33.7,1,1,0,0,1
intermediate,saving_money,investments,what_are_investments,advanced,subtopic_quiz,82.0,87.2,0,1,0,0,0
intermediate,start_investing,budgeting,topic_final,beginner,topic_final_quiz,64.6,67.1,0,5,1,1,1
basic,debt_management,budgeting,expense_accounting,beginner,subtopic_quiz,70.7,65.4,0,3,1,1,0
basic,understand_banking,budgeting,income_expenses,beginner,subtopic_quiz,44.1,47.9,1,1,1,1,1
beginner,financial_planning,investments,what_are_investments,advanced,subtopic_quiz,38.9,31.6,2,1,1,0,1
advanced,general_improvement,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,90.1,90.0,0,1,0,1,0
beginner,increase_income,budgeting,budget_analysis,beginner,subtopic_quiz,40.4,42.2,1,5,0,1,1
beginner,saving_money,investments,beginner_mistakes,advanced,subtopic_quiz,60.8,59.6,1,5,0,0,1
basic,general_improvement,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,75.8,74.7,1,4,1,1,0
beginner,debt_management,budgeting,budget_analysis,beginner,subtopic_quiz,50.2,42.8,1,5,0,0,1
basic,debt_management,savings,saving_mistakes,beginner,subtopic_quiz,82.1,68.1,0,5,0,1,0
advanced,increase_income,savings,topic_final,beginner,topic_final_quiz,88.1,84.0,1,5,0,1,0
beginner,saving_money,financial_planning,savings_plan,intermediate,subtopic_quiz,41.8,40.8,1,4,0,0,1
advanced,saving_money,credit_and_debt,choose_credit,intermediate,subtopic_quiz,87.4,100,0,5,0,1,0
beginner,increase_income,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,39.9,50.2,1,2,0,1,1
basic,saving_money,credit_and_debt,choose_credit,intermediate,subtopic_quiz,37.2,43.6,0,5,0,1,1
basic,debt_management,financial_planning,progress_control,intermediate,subtopic_quiz,47.5,56.7,1,5,1,1,1
beginner,control_spending,budgeting,income_expenses,beginner,subtopic_quiz,57.4,51.3,1,1,1,1,1
beginner,control_spending,budgeting,topic_final,beginner,topic_final_quiz,42.6,53.6,3,5,1,0,1
intermediate,other,investments,what_are_investments,advanced,subtopic_quiz,69.1,72.7,0,1,0,1,0
intermediate,debt_management,budgeting,budget_analysis,beginner,subtopic_quiz,66.8,49.2,2,5,0,0,1
intermediate,financial_planning,credit_and_debt,topic_final,intermediate,topic_final_quiz,80.5,79.0,1,5,0,0,0
basic,other,budgeting,income_expenses,beginner,subtopic_quiz,72.2,68.9,0,1,0,1,0
intermediate,understand_banking,financial_planning,spending_priorities,intermediate,subtopic_quiz,68.7,83.2,0,3,0,1,0
basic,general_improvement,financial_planning,spending_priorities,intermediate,subtopic_quiz,89.1,79.9,0,3,1,1,0
beginner,understand_banking,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,41.7,47.0,3,3,1,0,1
beginner,start_investing,savings,saving_mistakes,beginner,subtopic_quiz,57.8,49.2,1,5,0,1,1
intermediate,increase_income,investments,simple_instruments,advanced,subtopic_quiz,45.4,41.4,3,4,1,1,1
basic,financial_planning,investments,risk_and_return,advanced,subtopic_quiz,71.0,53.4,1,2,1,1,1
basic,financial_planning,budgeting,income_expenses,beginner,subtopic_quiz,74.0,73.7,0,1,1,1,0
beginner,debt_management,credit_and_debt,interest_rate,intermediate,subtopic_quiz,80.2,85.5,1,2,1,0,0
beginner,financial_planning,savings,emergency_fund,beginner,subtopic_quiz,49.6,53.1,1,2,1,1,1
beginner,saving_money,savings,saving_mistakes,beginner,subtopic_quiz,34.2,42.9,1,5,1,1,1
intermediate,other,credit_and_debt,interest_rate,intermediate,subtopic_quiz,59.7,63.1,0,2,0,0,1
basic,saving_money,credit_and_debt,choose_credit,intermediate,subtopic_quiz,65.0,84.8,0,5,1,1,0
intermediate,other,savings,saving_mistakes,beginner,subtopic_quiz,85.3,73.4,0,5,0,1,0
intermediate,other,savings,topic_final,beginner,topic_final_quiz,61.6,59.8,2,5,0,0,1
intermediate,understand_banking,investments,risk_and_return,advanced,subtopic_quiz,64.6,51.9,0,2,0,1,1
intermediate,understand_banking,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,70.9,78.6,0,4,0,1,0
intermediate,saving_money,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,52.7,47.9,2,2,0,1,1
intermediate,general_improvement,investments,what_are_investments,advanced,subtopic_quiz,50.2,51.8,3,1,0,1,1
beginner,other,financial_planning,topic_final,intermediate,topic_final_quiz,49.2,42.1,2,5,0,1,1
beginner,control_spending,financial_planning,financial_goals,intermediate,subtopic_quiz,11.9,1.7,0,1,0,0,1
intermediate,other,credit_and_debt,credit_load,intermediate,subtopic_quiz,65.7,61.2,0,4,0,1,1
beginner,increase_income,savings,topic_final,beginner,topic_final_quiz,43.8,63.1,2,5,0,1,1
advanced,increase_income,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,100,100,2,2,1,1,0
basic,debt_management,financial_planning,savings_plan,intermediate,subtopic_quiz,36.0,41.1,3,4,0,1,1
beginner,understand_banking,budgeting,budget_analysis,beginner,subtopic_quiz,50.0,35.5,0,5,0,0,1
beginner,saving_money,investments,diversification,advanced,subtopic_quiz,15.6,17.7,2,3,0,0,1
basic,control_spending,budgeting,income_expenses,beginner,subtopic_quiz,67.5,63.3,0,1,1,1,1
beginner,understand_banking,credit_and_debt,topic_final,intermediate,topic_final_quiz,45.8,40.3,2,5,1,1,1
intermediate,understand_banking,financial_planning,savings_plan,intermediate,subtopic_quiz,74.2,70.9,0,4,0,1,0
beginner,other,savings,emergency_fund,beginner,subtopic_quiz,38.7,51.9,1,2,0,1,1
beginner,start_investing,investments,risk_and_return,advanced,subtopic_quiz,34.7,26.6,2,2,1,1,1
intermediate,other,investments,topic_final,advanced,topic_final_quiz,59.1,47.6,2,5,0,1,1
basic,understand_banking,investments,what_are_investments,advanced,subtopic_quiz,42.2,30.1,3,1,0,0,1
intermediate,understand_banking,savings,topic_final,beginner,topic_final_quiz,59.1,56.5,0,5,1,1,1
intermediate,general_improvement,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,74.3,80.5,0,4,1,1,0
intermediate,saving_money,savings,emergency_fund,beginner,subtopic_quiz,96.9,100,0,2,1,1,0
basic,increase_income,budgeting,budget_analysis,beginner,subtopic_quiz,97.9,100,0,5,1,1,0
intermediate,increase_income,savings,how_to_save,beginner,subtopic_quiz,70.2,74.5,0,3,0,1,0
basic,saving_money,financial_planning,progress_control,intermediate,subtopic_quiz,67.5,69.2,0,5,0,1,0
intermediate,general_improvement,savings,emergency_fund,beginner,subtopic_quiz,60.5,63.8,0,2,0,1,1
advanced,saving_money,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,87.1,87.7,0,2,0,1,0
basic,other,financial_planning,topic_final,intermediate,topic_final_quiz,51.8,38.5,3,5,0,0,1
basic,understand_banking,investments,beginner_mistakes,advanced,subtopic_quiz,13.6,27.1,2,5,1,0,1
intermediate,understand_banking,credit_and_debt,topic_final,intermediate,topic_final_quiz,71.0,75.0,0,5,1,1,0
intermediate,other,investments,simple_instruments,advanced,subtopic_quiz,63.5,70.0,0,4,0,0,1
intermediate,control_spending,investments,beginner_mistakes,advanced,subtopic_quiz,65.0,95.3,0,5,0,1,0
beginner,financial_planning,savings,interest_on_savings,beginner,subtopic_quiz,35.3,42.0,0,4,1,0,1
beginner,debt_management,budgeting,topic_final,beginner,topic_final_quiz,40.3,46.9,3,5,0,1,1
basic,debt_management,credit_and_debt,topic_final,intermediate,topic_final_quiz,70.0,56.9,0,5,1,1,0
beginner,understand_banking,financial_planning,progress_control,intermediate,subtopic_quiz,55.5,48.7,0,5,0,1,1
basic,financial_planning,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,71.7,59.8,0,2,1,1,1
advanced,control_spending,credit_and_debt,topic_final,intermediate,topic_final_quiz,83.5,90.8,0,5,1,1,0
intermediate,general_improvement,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,60.1,67.9,1,4,1,1,1
basic,saving_money,credit_and_debt,topic_final,intermediate,topic_final_quiz,57.3,76.8,1,5,0,1,1
beginner,debt_management,investments,what_are_investments,advanced,subtopic_quiz,24.2,22.2,2,1,0,0,1
intermediate,financial_planning,budgeting,topic_final,beginner,topic_final_quiz,100,100,1,5,1,1,0
intermediate,financial_planning,financial_planning,topic_final,intermediate,topic_final_quiz,61.3,63.3,1,5,1,1,1
basic,start_investing,investments,diversification,advanced,subtopic_quiz,42.9,48.5,1,3,1,0,1
beginner,general_improvement,investments,beginner_mistakes,advanced,subtopic_quiz,33.7,38.3,1,5,1,0,1
advanced,financial_planning,savings,saving_mistakes,beginner,subtopic_quiz,93.2,91.8,0,5,1,1,0
basic,other,investments,simple_instruments,advanced,subtopic_quiz,51.9,40.8,1,4,0,0,1
basic,other,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,69.0,75.5,0,2,0,1,1
beginner,increase_income,budgeting,topic_final,beginner,topic_final_quiz,55.4,51.2,1,5,0,1,1
advanced,general_improvement,savings,interest_on_savings,beginner,subtopic_quiz,84.3,82.1,0,4,0,0,0
beginner,other,credit_and_debt,topic_final,intermediate,topic_final_quiz,53.6,60.4,1,5,1,0,1
basic,increase_income,credit_and_debt,interest_rate,intermediate,subtopic_quiz,62.9,58.1,0,2,1,0,1
intermediate,start_investing,investments,topic_final,advanced,topic_final_quiz,32.7,38.4,0,5,1,1,1
basic,debt_management,financial_planning,financial_goals,intermediate,subtopic_quiz,58.6,71.3,1,1,0,1,1
beginner,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,16.4,20.8,1,5,1,0,1
beginner,debt_management,financial_planning,financial_goals,intermediate,subtopic_quiz,46.4,29.4,1,1,0,1,1
advanced,understand_banking,investments,topic_final,advanced,topic_final_quiz,73.5,96.3,0,5,0,1,0
basic,understand_banking,savings,saving_mistakes,beginner,subtopic_quiz,48.1,15.1,3,5,0,0,1
basic,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,61.0,48.5,2,5,0,0,1
beginner,financial_planning,investments,beginner_mistakes,advanced,subtopic_quiz,43.1,52.2,0,5,1,1,1
beginner,debt_management,credit_and_debt,interest_rate,intermediate,subtopic_quiz,31.6,40.0,1,2,1,1,1
intermediate,debt_management,savings,emergency_fund,beginner,subtopic_quiz,63.4,51.8,0,2,0,1,1
beginner,other,savings,why_save,beginner,subtopic_quiz,70.7,78.2,0,1,0,1,0
basic,understand_banking,credit_and_debt,credit_load,intermediate,subtopic_quiz,47.9,34.0,1,4,1,1,1
basic,other,savings,why_save,beginner,subtopic_quiz,66.6,56.6,0,1,0,0,1
intermediate,financial_planning,financial_planning,financial_goals,intermediate,subtopic_quiz,58.7,40.3,1,1,1,1,1
basic,control_spending,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,40.6,44.2,2,1,0,0,1
basic,understand_banking,savings,emergency_fund,beginner,subtopic_quiz,66.8,61.9,0,2,0,1,0
intermediate,saving_money,investments,beginner_mistakes,advanced,subtopic_quiz,60.1,59.6,1,5,0,1,1
beginner,start_investing,credit_and_debt,interest_rate,intermediate,subtopic_quiz,54.7,49.7,2,2,0,0,1
advanced,saving_money,savings,interest_on_savings,beginner,subtopic_quiz,90.1,99.8,0,4,1,0,0
intermediate,control_spending,budgeting,budget_analysis,beginner,subtopic_quiz,83.9,91.9,0,5,1,1,0
intermediate,understand_banking,financial_planning,spending_priorities,intermediate,subtopic_quiz,99.3,97.4,0,3,1,1,0
beginner,saving_money,investments,what_are_investments,advanced,subtopic_quiz,43.8,45.8,3,1,0,1,1
basic,general_improvement,financial_planning,progress_control,intermediate,subtopic_quiz,46.0,45.3,1,5,1,1,1
intermediate,saving_money,credit_and_debt,topic_final,intermediate,topic_final_quiz,42.3,38.7,1,5,1,0,1
basic,increase_income,savings,saving_mistakes,beginner,subtopic_quiz,87.5,65.9,0,5,0,1,0
advanced,increase_income,financial_planning,progress_control,intermediate,subtopic_quiz,85.8,90.3,0,5,1,0,0
beginner,understand_banking,savings,why_save,beginner,subtopic_quiz,60.8,49.0,1,1,0,1,1
basic,debt_management,budgeting,expense_accounting,beginner,subtopic_quiz,67.1,90.9,1,3,0,1,0
beginner,start_investing,investments,topic_final,advanced,topic_final_quiz,53.5,66.8,2,5,1,0,1
advanced,start_investing,investments,simple_instruments,advanced,subtopic_quiz,86.7,99.6,0,4,1,1,0
intermediate,start_investing,investments,what_are_investments,advanced,subtopic_quiz,29.5,39.8,1,1,1,0,1
advanced,other,investments,topic_final,advanced,topic_final_quiz,79.2,69.6,0,5,0,1,0
beginner,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,66.0,48.2,0,5,1,0,1
basic,financial_planning,financial_planning,financial_goals,intermediate,subtopic_quiz,83.6,83.2,1,1,1,1,0
intermediate,general_improvement,budgeting,topic_final,beginner,topic_final_quiz,76.4,88.8,1,5,1,1,1
basic,debt_management,credit_and_debt,topic_final,intermediate,topic_final_quiz,49.2,55.8,2,5,1,0,1
intermediate,saving_money,savings,why_save,beginner,subtopic_quiz,94.9,100,0,1,1,1,0
intermediate,other,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,69.7,73.7,0,1,0,1,0
beginner,understand_banking,budgeting,income_expenses,beginner,subtopic_quiz,52.6,60.6,0,1,0,0,1
beginner,general_improvement,savings,saving_mistakes,beginner,subtopic_quiz,63.8,54.2,0,5,0,1,1
intermediate,debt_management,budgeting,topic_final,beginner,topic_final_quiz,89.3,83.8,0,5,1,1,0
beginner,financial_planning,savings,interest_on_savings,beginner,subtopic_quiz,62.7,64.8,1,4,1,1,1
advanced,other,financial_planning,topic_final,intermediate,topic_final_quiz,90.9,75.3,0,5,0,1,0
intermediate,financial_planning,investments,beginner_mistakes,advanced,subtopic_quiz,50.7,48.9,2,5,0,1,1
intermediate,start_investing,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,88.3,81.6,0,2,0,1,0
basic,control_spending,investments,simple_instruments,advanced,subtopic_quiz,28.6,9.1,1,4,1,0,1
basic,control_spending,investments,what_are_investments,advanced,subtopic_quiz,45.1,31.3,3,1,0,0,1
advanced,financial_planning,investments,diversification,advanced,subtopic_quiz,74.2,65.4,0,3,0,0,0
basic,start_investing,financial_planning,progress_control,intermediate,subtopic_quiz,57.2,46.7,2,5,0,1,1
basic,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,84.4,71.1,0,5,1,1,0
beginner,general_improvement,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,55.5,49.6,1,3,0,1,1
intermediate,other,budgeting,topic_final,beginner,topic_final_quiz,71.4,83.5,1,5,0,1,0
basic,other,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,56.8,61.4,1,4,0,1,1
basic,debt_management,investments,risk_and_return,advanced,subtopic_quiz,34.4,49.7,2,2,0,1,1
beginner,understand_banking,investments,risk_and_return,advanced,subtopic_quiz,35.1,46.7,0,2,0,0,1
beginner,start_investing,savings,why_save,beginner,subtopic_quiz,70.3,75.0,0,1,0,0,1
intermediate,debt_management,investments,topic_final,advanced,topic_final_quiz,57.0,48.9,1,5,0,1,1
basic,debt_management,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,74.2,74.9,0,3,1,1,0
basic,financial_planning,investments,what_are_investments,advanced,subtopic_quiz,35.5,27.5,1,1,0,1,1
basic,control_spending,financial_planning,savings_plan,intermediate,subtopic_quiz,25.7,23.5,1,4,0,1,1
beginner,understand_banking,investments,topic_final,advanced,topic_final_quiz,25.1,27.5,1,5,1,0,1
intermediate,financial_planning,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,80.2,87.4,0,1,0,1,0
basic,saving_money,savings,topic_final,beginner,topic_final_quiz,61.8,73.7,1,5,1,1,1
beginner,general_improvement,investments,beginner_mistakes,advanced,subtopic_quiz,38.0,28.9,1,5,0,1,1
beginner,financial_planning,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,61.8,73.5,0,4,1,1,0
intermediate,other,investments,risk_and_return,advanced,subtopic_quiz,97.3,99.8,1,2,0,1,0
beginner,control_spending,financial_planning,progress_control,intermediate,subtopic_quiz,38.7,44.1,0,5,0,0,1
basic,saving_money,investments,diversification,advanced,subtopic_quiz,46.7,45.3,0,3,0,1,1
intermediate,start_investing,credit_and_debt,choose_credit,intermediate,subtopic_quiz,74.0,67.0,0,5,1,1,0
advanced,debt_management,credit_and_debt,choose_credit,intermediate,subtopic_quiz,100,95.1,0,5,1,1,0
beginner,increase_income,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,53.1,38.9,0,1,0,0,1
basic,control_spending,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,43.0,60.6,1,2,0,1,1
intermediate,general_improvement,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,100,90.3,2,1,0,1,0
basic,saving_money,savings,topic_final,beginner,topic_final_quiz,75.5,79.5,0,5,1,0,0
intermediate,financial_planning,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,76.6,84.4,1,3,1,1,0
beginner,general_improvement,credit_and_debt,interest_rate,intermediate,subtopic_quiz,37.9,21.4,0,2,0,0,1
beginner,control_spending,savings,saving_mistakes,beginner,subtopic_quiz,74.9,67.4,2,5,0,1,1
basic,general_improvement,financial_planning,spending_priorities,intermediate,subtopic_quiz,79.0,83.8,0,3,1,1,0
intermediate,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,90.3,100,0,5,1,1,0
advanced,start_investing,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,59.0,63.3,0,1,0,1,1
beginner,debt_management,investments,simple_instruments,advanced,subtopic_quiz,34.7,46.8,0,4,0,1,1
beginner,debt_management,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,33.2,44.6,0,2,0,1,1
intermediate,other,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,85.8,84.5,0,4,0,1,0
beginner,control_spending,savings,interest_on_savings,beginner,subtopic_quiz,57.1,86.7,0,4,0,1,0
basic,saving_money,savings,why_save,beginner,subtopic_quiz,85.4,66.9,0,1,1,0,0
basic,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,42.6,44.7,3,5,1,1,1
advanced,financial_planning,savings,topic_final,beginner,topic_final_quiz,70.6,68.8,0,5,1,1,0
beginner,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,38.5,20.5,0,5,1,0,1
basic,financial_planning,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,47.4,54.1,0,2,1,1,1
intermediate,control_spending,savings,how_to_save,beginner,subtopic_quiz,93.0,91.4,1,3,1,1,0
advanced,understand_banking,investments,risk_and_return,advanced,subtopic_quiz,86.2,84.2,0,2,1,1,0
beginner,general_improvement,savings,topic_final,beginner,topic_final_quiz,67.3,60.0,0,5,0,1,1
beginner,debt_management,budgeting,expense_accounting,beginner,subtopic_quiz,82.7,85.6,0,3,0,1,0
advanced,financial_planning,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,100,100,0,4,1,1,0
intermediate,start_investing,financial_planning,topic_final,intermediate,topic_final_quiz,52.1,48.7,1,5,0,1,1
intermediate,increase_income,savings,interest_on_savings,beginner,subtopic_quiz,71.4,76.6,0,4,0,1,0
basic,understand_banking,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,38.7,36.0,0,2,0,1,1
intermediate,increase_income,savings,interest_on_savings,beginner,subtopic_quiz,89.0,70.0,1,4,0,1,0
beginner,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,21.2,24.1,1,5,1,1,1
advanced,start_investing,credit_and_debt,credit_load,intermediate,subtopic_quiz,65.8,73.1,0,4,1,0,0
intermediate,financial_planning,investments,what_are_investments,advanced,subtopic_quiz,43.6,29.6,2,1,0,1,1
intermediate,saving_money,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,60.0,49.6,1,1,0,1,1
intermediate,understand_banking,investments,risk_and_return,advanced,subtopic_quiz,61.3,53.2,1,2,0,1,1
advanced,debt_management,budgeting,budget_analysis,beginner,subtopic_quiz,100,100,0,5,1,1,0
advanced,increase_income,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,86.4,92.3,1,3,0,1,0
advanced,control_spending,budgeting,income_expenses,beginner,subtopic_quiz,66.9,44.5,1,1,1,1,1
beginner,financial_planning,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,68.8,72.0,0,1,0,1,0
basic,control_spending,savings,saving_mistakes,beginner,subtopic_quiz,43.0,44.6,3,5,0,0,1
beginner,increase_income,financial_planning,savings_plan,intermediate,subtopic_quiz,30.9,25.0,2,4,1,1,1
intermediate,understand_banking,budgeting,topic_final,beginner,topic_final_quiz,88.9,86.6,0,5,0,1,0
basic,understand_banking,savings,topic_final,beginner,topic_final_quiz,62.6,58.2,0,5,1,1,1
intermediate,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,68.5,79.4,0,5,0,0,1
beginner,general_improvement,investments,simple_instruments,advanced,subtopic_quiz,55.0,63.3,0,4,0,0,1
advanced,debt_management,credit_and_debt,interest_rate,intermediate,subtopic_quiz,92.2,81.3,0,2,1,1,0
intermediate,general_improvement,budgeting,topic_final,beginner,topic_final_quiz,88.9,81.9,0,5,1,1,0
beginner,start_investing,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,49.7,52.4,1,1,0,0,1
intermediate,saving_money,budgeting,expense_accounting,beginner,subtopic_quiz,96.3,100,0,3,0,1,0
intermediate,understand_banking,financial_planning,spending_priorities,intermediate,subtopic_quiz,79.0,74.4,0,3,0,1,0
intermediate,increase_income,budgeting,topic_final,beginner,topic_final_quiz,73.4,68.7,0,5,0,0,1
intermediate,control_spending,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,71.3,77.5,0,2,1,1,0
intermediate,debt_management,credit_and_debt,topic_final,intermediate,topic_final_quiz,58.5,73.4,0,5,1,1,1
intermediate,increase_income,investments,what_are_investments,advanced,subtopic_quiz,69.9,81.4,1,1,1,1,0
beginner,increase_income,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,77.0,64.8,0,3,0,1,1
basic,financial_planning,investments,simple_instruments,advanced,subtopic_quiz,65.5,61.6,0,4,0,1,1
beginner,saving_money,financial_planning,financial_goals,intermediate,subtopic_quiz,28.7,40.3,1,1,0,1,1
basic,understand_banking,savings,topic_final,beginner,topic_final_quiz,50.2,63.3,0,5,1,1,1
advanced,understand_banking,savings,why_save,beginner,subtopic_quiz,96.6,86.0,0,1,1,0,0
beginner,understand_banking,credit_and_debt,topic_final,intermediate,topic_final_quiz,20.4,27.9,0,5,1,0,1
intermediate,other,budgeting,budget_analysis,beginner,subtopic_quiz,54.2,48.5,0,5,0,0,1
beginner,general_improvement,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,59.0,52.0,0,2,1,1,1
intermediate,other,credit_and_debt,credit_load,intermediate,subtopic_quiz,75.8,66.9,0,4,0,1,0
intermediate,financial_planning,savings,why_save,beginner,subtopic_quiz,97.9,100,0,1,1,1,0
beginner,control_spending,savings,topic_final,beginner,topic_final_quiz,72.4,70.1,1,5,0,0,0
advanced,increase_income,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,97.0,94.0,0,1,0,1,0
beginner,debt_management,investments,topic_final,advanced,topic_final_quiz,36.4,23.8,3,5,1,1,1
basic,financial_planning,investments,what_are_investments,advanced,subtopic_quiz,34.4,26.8,3,1,1,0,1
intermediate,debt_management,savings,topic_final,beginner,topic_final_quiz,100,87.6,0,5,0,1,0
advanced,saving_money,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,84.3,95.0,1,1,0,1,0
basic,understand_banking,credit_and_debt,interest_rate,intermediate,subtopic_quiz,72.0,74.9,0,2,1,1,0
intermediate,increase_income,credit_and_debt,interest_rate,intermediate,subtopic_quiz,81.6,79.3,0,2,1,1,0
basic,other,credit_and_debt,interest_rate,intermediate,subtopic_quiz,45.4,32.6,1,2,0,0,1
